Station,Latitude,Longitude,Depth,Temperature,Salinity,Nitrate,Iron,Pressure,Ratio,Density
Station 10,17.3538,339.17889,185.0,12.93,35.41,25.73,,186.2,,26.72492323553911
Station 10,17.3538,339.17889,185.6,12.84,35.389999,25.719999,,186.8,,26.727582081848368
Station 10,17.3538,339.17889,186.3,12.82,35.400002,25.780001,1.406342,187.5,11.589499510076495,26.739294674914845
Station 10,17.3538,339.17889,186.3,12.82,35.400002,25.77,,187.5,,26.739294674914845
Station 10,17.3538,339.17889,234.5,12.69,35.439999,26.27,,236.0,,26.79618180008174
Station 10,17.3538,339.17889,234.8,12.72,35.459999,26.41,,236.3,,26.805625048526963
Station 10,17.3538,339.17889,235.0,,,,,236.5,,
Station 10,17.3538,339.17889,235.2,12.55,35.41,26.52,1.39561,236.7,11.921837214762085,26.80080720546698
Station 10,17.3538,339.17889,235.2,12.55,35.41,26.57,,236.7,,26.80080720546698
Station 10,17.3538,339.17889,288.4,12.08,35.380001,28.139999,,290.3,,26.86954608815904
Station 10,17.3538,339.17889,290.5,12.07,35.389999,28.9,,292.4,,26.879202277279774
Station 10,17.3538,339.17889,290.5,12.07,35.389999,28.93,1.52878,292.4,11.08799889090938,26.879202277279774
Station 10,17.3538,339.17889,416.6,10.83,35.279999,31.950001,,419.5,,27.025864513775332
Station 10,17.3538,339.17889,417.7,10.74,35.279999,31.940001,,420.6,,27.042053954510493
Station 10,17.3538,339.17889,420.0,,,,,423.0,,
Station 10,17.3538,339.17889,421.3,10.72,35.259998,32.279999,1.458537,424.3,11.144729158967742,27.030139453856464
Station 10,17.3538,339.17889,421.3,10.72,35.259998,32.349998,,424.3,,27.030139453856464
Station 10,17.3538,339.17889,495.9,9.94,35.18,33.369999,,499.5,,27.104892738989975
Station 10,17.3538,339.17889,499.2,9.92,35.18,33.490002,1.482439,502.8,11.33604814430813,27.1083255012677
Station 10,17.3538,339.17889,499.2,9.92,35.18,33.509998,,502.8,,27.1083255012677
